hour,is_raining,traffic_level,surge_multiplier,num_ride_requests
3,0,2,1.5,57
5,0,1,1.2,67
12,0,0,1.5,60
22,0,1,1.0,98
13,0,2,1.0,78
8,0,0,1.2,118
23,1,1,2.0,51
14,1,0,1.2,99
5,1,1,1.5,77
19,0,1,1.5,94
10,0,1,1.0,84
21,0,2,1.0,77
6,0,1,1.2,73
17,0,2,1.5,87
16,0,1,1.0,95
13,0,0,1.5,66
7,0,0,1.0,142
7,0,0,1.0,139
6,0,1,1.0,84
8,0,0,1.0,144
11,0,1,1.0,90
2,1,1,1.0,100
0,0,0,1.0,104
14,0,1,1.0,97
8,0,0,1.2,125
16,0,1,1.0,87
11,0,1,1.2,77
16,0,1,1.0,93
12,0,1,1.2,79
12,0,1,1.0,97
14,0,1,1.0,87
20,0,1,1.5,55
17,1,2,1.2,129
14,1,2,2.0,44
17,0,0,1.0,145
4,0,2,1.0,78
6,0,2,1.0,85
5,0,1,1.0,91
4,0,1,1.2,76
18,0,1,1.2,118
8,0,2,1.0,131
23,0,0,1.0,109
10,0,1,1.2,69
2,1,0,1.2,109
6,0,1,1.2,78
2,1,0,1.0,123
5,1,2,1.0,94
18,0,0,1.0,164
15,0,1,1.0,86
7,1,1,1.0,176
18,0,2,1.2,97
20,0,1,1.2,69
18,1,2,2.0,73
15,0,1,1.2,80
7,0,1,1.0,147
9,0,2,1.2,106
8,0,0,1.2,122
15,0,1,1.0,94
21,1,1,1.2,81
13,0,0,1.5,62
9,0,2,1.2,101
3,1,1,1.0,103
9,1,1,1.0,167
19,0,2,2.0,62
20,0,2,1.0,81
14,0,1,1.5,62
18,0,0,1.0,144
10,0,1,2.0,42
19,1,1,1.0,146
13,1,0,2.0,61
14,1,0,1.0,122
3,0,0,1.2,80
16,0,2,1.0,77
0,0,0,1.2,78
18,1,0,1.5,116
4,0,1,1.0,86
17,0,1,1.0,147
16,1,0,1.0,120
22,0,0,1.2,84
9,0,1,1.2,101
8,1,2,1.2,127
3,0,1,2.0,47
19,1,0,1.0,180
18,0,2,1.0,126
2,0,1,1.0,83
17,0,0,1.0,148
2,1,1,1.0,102
20,0,2,2.0,40
7,0,1,1.0,138
23,0,1,1.0,98
4,0,0,1.0,90
0,0,2,1.0,77
17,0,0,1.0,163
23,1,1,1.0,118
13,0,0,1.5,67
6,1,1,1.5,72
8,0,2,1.0,118
13,0,1,1.5,56
15,0,1,1.0,82
15,0,1,1.0,87
21,0,1,1.0,87
5,0,2,2.0,40
6,0,0,1.5,64
0,0,1,1.5,59
10,0,1,1.2,76
8,0,1,1.0,140
0,0,1,1.0,81
23,0,0,1.5,62
17,0,1,1.0,126
9,0,0,1.2,122
12,0,0,1.0,91
22,0,2,1.0,86
4,1,1,1.5,70
7,0,1,1.0,143
12,0,1,1.0,97
15,1,1,1.0,101
6,1,1,1.2,89
7,0,1,1.2,123
17,1,1,2.0,86
8,0,2,1.5,72
21,0,1,1.2,82
10,1,0,1.0,108
21,0,0,1.0,90
21,0,2,1.0,82
16,0,2,2.0,41
13,0,0,1.5,71
22,0,2,1.0,76
1,1,2,1.0,95
14,0,1,1.0,96
17,0,1,1.0,141
4,1,0,1.0,118
21,0,0,1.0,107
0,1,0,1.5,79
15,0,1,1.0,90
11,1,1,1.0,109
13,1,2,1.2,77
16,0,1,1.5,57
0,1,1,1.0,111
13,0,0,2.0,46
14,0,2,1.2,66
22,0,2,1.0,77
11,0,0,1.5,65
16,1,1,1.0,107
8,0,1,1.0,126
2,0,1,1.0,89
11,0,1,1.0,94
12,0,1,1.5,56
1,0,1,1.0,96
21,0,0,1.5,65
14,0,0,1.5,69
1,0,1,1.0,93
4,1,1,1.0,105
20,0,2,2.0,42
8,0,2,1.0,108
13,0,0,1.0,95
12,0,1,1.0,81
3,0,2,2.0,42
7,1,1,1.0,150
22,0,1,1.5,58
6,1,0,1.5,81
16,0,1,2.0,49
21,0,0,1.0,109
5,1,2,1.2,85
7,1,0,1.2,151
21,0,0,1.2,77
7,0,1,1.0,131
12,0,1,1.2,80
21,0,1,1.0,98
7,0,0,1.2,128
4,0,0,1.5,70
8,0,1,1.0,143
19,0,0,1.5,109
21,0,1,1.0,95
1,0,1,1.2,72
2,0,1,1.0,89
3,0,2,2.0,37
18,0,1,1.2,104
6,0,1,2.0,43
8,0,0,1.5,103
5,0,0,1.5,67
2,0,0,1.0,105
13,0,1,1.2,80
12,0,2,1.0,72
12,0,1,1.5,56
0,0,1,2.0,47
14,0,1,1.0,97
4,1,2,1.2,86
20,0,1,1.2,70
1,0,1,1.0,82
4,0,0,1.0,108
16,1,0,1.0,109
0,0,0,1.0,103
3,0,1,1.5,58
14,1,0,1.5,76
14,0,1,1.5,57
21,0,1,1.5,58
15,0,1,1.0,87
12,0,0,2.0,53
13,0,2,1.5,53
1,0,1,2.0,48
20,1,1,1.0,111
9,0,0,1.0,147
4,0,0,1.2,83
2,0,1,1.2,81
19,1,0,1.2,160
10,0,2,1.0,86
12,0,1,1.2,78
1,0,0,1.0,102
6,0,1,1.2,71
2,1,2,1.0,93
12,0,2,1.0,72
5,0,1,1.0,91
8,0,1,1.0,138
22,0,1,1.2,78
19,0,2,1.5,85
1,0,1,1.0,86
11,0,1,1.5,56
14,0,1,1.0,83
22,0,1,1.2,75
23,0,1,1.0,85
15,0,2,1.0,75
2,0,1,1.0,91
13,0,1,1.0,91
22,0,2,1.0,74
0,1,2,1.5,64
15,0,1,1.2,68
23,0,0,1.2,88
22,1,1,1.2,91
5,0,0,1.0,101
14,0,0,1.0,104
14,1,1,1.5,67
2,0,1,1.0,84
3,0,1,1.2,72
23,0,0,1.2,84
16,0,0,1.2,88
12,1,1,1.5,79
1,1,1,1.0,114
0,0,0,1.5,66
19,0,1,1.0,137
5,1,1,1.0,103
4,0,0,2.0,47
5,0,2,1.0,74
17,0,1,1.0,135
20,0,1,1.2,70
0,0,0,2.0,45
12,0,1,1.5,56
5,0,0,1.0,97
19,0,1,1.2,106
11,0,0,2.0,47
9,0,1,1.2,106
18,0,0,1.0,161
2,0,0,1.2,76
14,0,1,2.0,43
13,0,0,1.0,97
3,0,0,1.5,63
6,0,1,1.0,87
9,0,1,1.0,138
13,0,1,1.5,55
1,0,2,1.2,64
0,0,0,1.0,92
15,0,1,1.5,62
15,0,0,1.2,89
12,0,0,1.2,84
0,0,2,1.2,60
5,0,2,1.0,79
3,0,2,1.0,78
1,0,2,1.2,70
6,0,0,1.2,75
23,1,0,1.5,87
13,1,0,1.2,94
22,0,0,1.0,106
0,0,1,1.0,95
9,1,1,1.0,170
5,0,1,1.2,69
7,0,1,1.0,123
8,0,0,2.0,74
10,0,1,1.0,94
23,0,1,1.5,62
5,0,2,1.2,70
7,0,0,1.0,138
23,0,0,1.5,65
15,1,2,2.0,47
16,0,2,1.0,75
23,0,1,1.5,60
6,0,0,1.5,60
7,0,1,1.5,94
7,1,0,1.0,169
9,0,2,1.5,83
21,1,1,1.0,98
8,1,1,1.0,161
18,1,0,1.0,169
9,0,1,1.0,132
16,1,1,1.0,116
8,0,1,1.2,111
13,0,1,1.0,85
1,0,1,1.2,72
2,0,2,1.0,82
19,0,0,1.0,157
23,0,2,1.0,72
8,1,0,1.0,179
18,0,0,1.0,147
17,0,1,1.0,131
17,0,2,2.0,58
10,0,2,1.5,55
8,0,1,1.0,148
11,1,1,1.0,118
7,0,1,1.0,140
17,0,1,1.0,128
7,0,1,2.0,60
3,0,0,1.2,87
5,1,2,1.5,63
20,0,2,1.2,63
15,1,2,1.0,94
20,0,1,1.0,94
12,0,0,1.0,90
15,0,0,1.0,100
22,0,1,1.5,58
23,1,0,1.2,94
20,0,1,1.5,64
19,0,0,1.0,156
17,1,0,1.0,189
20,0,1,1.0,93
7,0,0,1.0,144
0,0,0,1.2,75
5,0,0,1.0,101
17,0,0,1.0,144
1,1,0,1.2,95
7,0,1,1.2,116
5,0,0,1.0,97
5,1,2,1.5,70
21,0,1,1.0,97
13,0,2,1.0,72
2,0,1,1.0,82
17,0,0,2.0,75
4,0,0,1.2,75
21,0,1,1.0,89
15,1,2,2.0,47
17,0,0,1.0,154
8,0,2,1.0,118
21,1,1,1.0,100
0,0,1,1.0,84
10,0,1,2.0,43
7,0,0,1.0,142
7,0,1,1.2,120
23,0,1,2.0,49
12,0,2,1.2,70
7,0,1,1.0,130
15,1,1,1.0,107
20,0,1,1.0,89
17,0,1,2.0,73
8,0,1,1.5,91
11,1,0,1.2,104
21,1,0,1.0,115
2,1,1,1.5,65
0,1,1,1.5,67
20,0,1,1.5,55
19,0,1,1.0,133
19,1,1,1.0,163
8,0,1,1.5,84
21,0,1,1.0,88
7,0,1,1.0,135
12,0,0,1.2,79
16,0,0,1.2,81
22,0,1,1.2,67
6,0,0,1.0,98
14,0,1,1.5,61
13,0,2,1.2,66
15,1,0,1.5,81
16,0,0,1.5,70
15,1,2,2.0,52
17,0,1,1.2,110
13,1,0,1.0,112
5,0,1,1.0,98
19,0,0,1.5,95
20,0,1,1.0,85
14,0,1,1.2,80
4,0,2,1.0,86
16,0,1,1.0,87
0,0,2,1.2,68
12,1,2,1.0,99
6,0,1,1.2,75
18,0,1,1.0,137
20,0,1,1.2,72
23,0,1,1.0,93
4,0,0,1.0,107
8,0,1,1.5,96
3,0,1,1.2,79
6,0,1,1.2,69
12,0,1,1.0,94
7,0,1,1.2,104
22,0,1,1.2,79
3,0,1,1.2,72
7,0,2,1.5,74
15,0,0,1.0,104
12,0,0,1.0,99
9,0,0,2.0,75
13,1,1,2.0,57
19,0,1,1.0,131
9,0,0,1.0,143
12,0,2,1.2,65
7,0,1,1.2,115
23,1,1,1.0,102
19,0,1,2.0,71
4,0,1,1.5,64
20,0,0,1.5,72
20,0,1,1.2,76
18,0,2,1.0,130
12,1,1,1.0,100
1,0,0,1.0,101
15,1,0,2.0,59
13,0,1,1.0,98
16,1,1,1.2,82
2,0,2,1.5,52
15,0,1,1.0,83
8,0,1,1.2,109
6,0,2,1.0,85
1,1,0,1.0,113
10,1,1,1.2,89
23,0,1,1.2,70
10,0,2,1.2,73
13,0,1,2.0,41
15,0,1,1.0,96
7,0,1,1.2,122
22,0,2,1.2,70
21,1,0,1.0,116
14,0,1,1.5,58
15,0,1,1.2,67
1,0,2,1.2,62
3,0,2,1.0,86
0,0,0,1.2,87
6,0,1,1.2,75
10,0,1,2.0,49
17,0,2,1.0,126
21,1,1,1.0,110
4,0,0,1.0,100
4,0,1,1.0,89
19,0,1,1.0,144
16,1,1,1.0,107
3,0,1,1.2,74
8,0,1,1.2,106
13,0,0,1.5,68
8,1,1,1.0,146
22,0,1,1.0,85
12,0,1,1.0,90
15,0,0,1.0,96
19,1,2,1.0,144
12,0,2,1.0,75
8,0,1,1.0,144
20,0,1,1.2,69
11,0,2,1.2,62
11,0,1,1.2,74
9,1,0,1.0,177
1,0,1,1.2,77
21,0,1,1.0,93
4,0,1,1.5,61
10,1,2,2.0,49
23,0,1,1.2,74
1,0,1,1.2,74
20,0,0,1.0,91
9,1,1,1.2,121
7,1,1,1.2,144
19,0,2,2.0,54
9,0,0,1.2,135
10,0,1,1.0,84
8,0,2,1.5,80
6,0,1,1.2,81
11,0,0,1.0,97
6,0,2,1.5,56
15,1,1,1.2,91
18,0,1,1.0,133
15,1,1,1.0,100
14,0,0,1.0,93
13,1,1,1.0,103
12,0,1,1.0,97
2,0,1,1.0,84
12,0,0,1.2,88
6,0,1,1.0,82
1,1,1,1.0,114
9,1,1,1.0,148
14,0,0,1.0,94
2,0,1,1.5,56
5,0,1,1.0,95
13,0,1,1.5,61
3,0,0,1.5,68
14,0,2,1.0,85
4,1,1,1.5,75
5,0,1,1.0,81
18,0,2,1.0,115
17,1,1,1.5,103
19,0,0,1.2,132
5,0,1,1.0,81
3,1,1,1.0,97
11,1,1,1.2,84
23,1,1,1.0,102
23,1,1,1.0,100
13,0,1,1.0,82
6,0,1,1.0,92
1,0,2,1.0,74
1,0,1,1.0,92
20,0,0,1.0,99
19,1,1,1.2,144
3,0,1,1.5,57
19,0,0,1.5,109
22,0,2,1.0,80
2,0,1,1.0,98
1,0,2,1.5,54
20,0,1,1.0,85
5,1,1,1.0,103
13,0,1,1.2,69
7,0,2,1.5,78
10,0,0,1.0,96
18,1,2,1.0,136
14,0,1,1.2,70
19,0,1,1.2,120
19,0,1,1.0,144
19,0,1,1.0,136
22,0,1,1.0,91
19,1,0,2.0,88
13,0,0,1.5,68
22,0,2,2.0,42
3,0,1,2.0,44
9,0,1,1.0,142
7,0,0,1.0,161
4,0,1,1.0,98
17,0,1,1.0,147
16,0,0,2.0,47
4,0,1,1.0,91
2,1,2,1.0,93
9,0,1,1.0,140
20,0,1,1.2,70
3,0,2,1.0,76
18,0,1,1.5,98
22,0,0,1.0,102
4,0,1,1.0,84
0,0,1,1.0,88
3,1,1,1.5,69
0,1,1,1.5,68
14,1,1,1.2,82
2,0,1,1.2,82
9,0,0,1.2,121
4,0,0,1.0,100
21,0,1,1.2,73
10,1,2,1.2,83
16,0,0,1.2,87
8,1,2,1.5,103
12,0,1,1.0,86
13,0,2,1.0,87
8,0,0,1.0,158
16,1,0,1.5,75
6,0,1,1.0,90
15,0,2,1.0,77
19,0,1,1.0,135
12,0,2,2.0,38
13,0,1,1.0,85
17,0,0,1.0,157
10,0,2,1.0,80
1,0,0,1.0,100
21,0,1,1.0,88
5,0,2,1.5,57
4,1,0,1.2,90
2,0,1,1.5,63
6,0,0,1.2,88
2,0,1,1.0,88
12,1,1,1.0,98
22,1,1,1.5,76
1,0,0,1.0,99
23,0,0,1.2,85
1,1,1,1.0,114
17,0,2,1.0,111
3,0,0,1.2,81
16,0,0,1.0,103
10,0,0,1.0,96
6,0,1,1.0,87
1,0,1,1.2,78
14,0,1,1.0,94
13,0,0,1.2,85
13,0,2,1.0,78
5,0,2,1.2,65
4,0,1,1.5,57
13,0,2,1.2,61
20,1,2,1.5,58
3,0,1,1.0,97
13,1,1,1.0,99
4,0,1,1.5,61
11,0,2,1.0,76
12,1,0,1.0,123
11,0,0,1.0,103
16,0,1,1.0,95
17,0,0,1.5,91
11,1,0,1.5,73
22,0,1,1.0,95
8,0,0,1.2,135
18,1,2,1.5,91
21,0,1,1.0,86
20,1,1,1.0,117
14,1,0,1.0,127
8,0,1,1.2,106
12,0,2,1.0,81
14,0,2,1.5,51
11,0,1,2.0,44
9,0,0,1.5,104
2,1,1,1.5,68
9,0,0,1.0,137
17,0,1,2.0,74
9,0,1,2.0,66
3,0,1,1.2,78
2,0,2,1.5,58
19,0,0,1.2,113
17,0,1,2.0,66
16,1,1,1.2,81
4,0,2,1.0,82
19,0,0,1.0,139
9,0,2,1.5,87
1,0,1,1.0,96
21,0,0,1.2,85
20,0,1,1.0,83
0,0,0,1.2,80
15,0,1,1.0,98
9,0,0,1.0,144
2,0,1,1.2,82
3,0,1,1.2,79
0,1,1,1.2,90
11,0,1,1.0,96
12,0,2,1.5,58
7,0,0,1.2,119
18,0,1,1.2,103
4,0,2,2.0,36
11,1,1,1.2,91
18,0,1,1.5,86
3,0,0,1.0,97
14,0,1,1.0,83
12,0,0,1.2,76
12,1,2,1.2,77
2,0,0,1.0,93
7,0,1,1.0,123
21,0,2,1.0,72
5,0,1,1.2,68
16,0,1,1.5,62
10,0,0,1.0,102
6,0,1,1.0,93
14,0,2,1.2,70
3,0,0,1.0,102
7,0,0,1.0,149
1,0,1,1.0,95
23,1,1,2.0,55
10,0,1,1.0,93
7,0,1,1.5,88
21,0,1,2.0,44
18,0,1,1.5,89
4,0,1,1.0,86
17,1,0,1.5,122
5,0,0,1.0,98
18,0,0,1.5,90
19,0,2,1.0,124
4,0,1,1.0,90
12,0,2,1.2,62
22,0,0,2.0,45
11,1,1,1.0,101
8,0,1,1.0,135
4,0,1,1.2,68
16,1,2,1.2,81
17,0,0,1.0,143
2,0,1,1.0,98
18,0,0,1.0,158
14,0,2,1.0,73
16,0,2,1.0,83
8,0,2,1.0,127
3,1,0,1.2,107
8,0,1,1.0,136
3,0,0,1.0,107
23,0,2,1.2,70
2,0,0,1.2,84
8,0,2,1.2,98
10,0,1,1.2,67
10,0,1,1.0,92
19,0,1,1.0,128
7,0,1,1.0,127
1,1,1,1.0,100
15,1,1,1.5,74
22,0,1,1.0,93
1,0,2,1.5,52
20,0,2,1.2,66
20,0,1,1.0,94
19,0,1,1.2,104
23,0,1,1.2,70
4,0,1,1.0,97
8,0,2,2.0,65
1,0,2,1.0,80
8,0,1,1.0,133
10,0,0,1.0,91
7,0,1,1.2,116
6,0,1,1.0,89
5,1,1,1.5,72
19,0,2,1.2,108
14,0,1,1.0,97
14,0,1,1.2,81
6,1,0,1.0,110
21,0,0,1.0,97
7,0,2,1.0,123
16,1,0,1.2,92
18,0,1,1.0,146
23,0,1,2.0,45
1,0,1,1.0,91
8,0,1,2.0,62
1,0,2,1.0,72
12,0,0,1.2,85
11,0,1,1.2,70
22,0,0,1.0,106
3,0,1,1.0,81
18,0,1,1.0,126
7,1,1,1.0,171
12,0,0,1.2,75
13,0,1,1.2,71
6,1,1,1.5,75
0,0,2,1.0,83
10,0,1,1.0,84
22,0,0,1.5,70
16,0,1,1.5,59
16,0,1,1.2,77
14,1,2,1.0,95
20,0,0,1.5,60
9,0,2,1.0,108
15,0,1,1.0,98
4,0,2,1.0,75
1,0,0,1.0,107
6,0,2,1.0,75
2,0,1,1.2,74
14,0,1,1.0,98
10,1,0,1.0,111
0,0,1,1.2,75
22,0,1,1.0,87
15,0,1,1.2,76
10,0,1,1.5,60
19,0,0,1.2,115
19,0,2,1.0,121
18,1,2,1.0,140
6,1,0,1.0,114
17,0,1,1.0,125
22,0,2,1.5,55
9,0,1,1.5,93
7,0,2,1.0,127
1,0,2,1.2,70
23,0,2,1.5,58
6,0,1,1.5,56
7,1,1,1.5,109
18,0,1,1.0,136
5,0,1,2.0,45
0,1,0,1.2,97
22,0,1,1.2,70
10,0,2,2.0,40
19,0,0,1.0,139
3,0,2,1.0,72
11,0,2,1.0,82
8,1,0,1.0,177
22,0,2,1.0,87
7,1,1,1.2,130
5,1,1,1.0,118
17,0,1,1.0,121
18,1,0,1.2,136
19,0,1,1.2,116
17,0,2,2.0,61
0,0,1,1.2,75
8,0,0,1.0,140
12,0,2,1.5,49
11,0,1,1.2,68
17,0,1,1.5,94
20,0,2,1.0,86
6,0,1,1.0,95
10,0,1,1.0,83
17,0,0,1.0,158
21,0,1,1.2,82
9,1,0,1.2,153
7,0,1,1.0,131
13,1,1,1.0,99
13,0,2,1.0,76
12,1,1,2.0,54
6,1,0,1.0,118
14,0,1,1.2,75
5,1,1,1.5,74
11,0,1,1.0,88
10,0,1,1.5,56
23,1,2,1.0,87
17,0,1,1.2,110
3,0,0,1.0,107
3,0,2,1.2,69
12,0,1,1.0,85
6,0,1,1.5,60
22,1,2,1.0,90
18,0,0,2.0,69
3,0,1,1.2,79
0,0,2,1.5,52
7,0,1,1.5,82
11,0,1,1.2,79
11,0,1,1.2,81
19,1,0,1.2,145
10,0,0,1.0,99
20,0,0,1.2,87
20,1,1,2.0,48
16,1,1,1.5,78
16,0,2,1.0,87
22,0,1,2.0,45
11,1,1,1.0,108
11,1,2,1.0,96
16,0,0,1.0,106
8,0,0,1.0,150
21,0,0,1.0,103
12,0,0,1.0,103
16,1,0,1.0,120
0,0,1,1.0,97
20,0,1,1.0,96
2,1,1,1.2,82
7,0,1,1.0,132
7,0,2,1.0,122
7,0,1,1.5,95
5,0,2,1.0,77
14,0,2,1.0,81
20,0,0,1.0,98
4,0,1,1.2,69
5,0,2,1.0,87
21,0,2,1.2,69
22,1,1,1.2,86
5,0,2,1.2,68
9,1,1,1.0,154
22,0,0,1.2,86
18,1,1,1.5,102
1,1,1,1.0,118
6,0,1,1.0,90
18,1,0,2.0,95
12,0,0,1.5,69
3,0,1,1.0,96
10,0,1,1.0,96
17,0,0,1.0,136
20,0,1,1.2,71
20,0,0,1.0,101
10,0,0,1.0,106
12,0,2,1.5,57
9,0,1,2.0,66
16,0,0,1.0,105
3,1,0,1.5,82
2,1,2,1.0,104
6,0,1,1.0,96
15,0,1,1.0,85
20,0,1,1.5,58
5,1,0,1.0,114
17,1,2,1.0,144
0,0,2,2.0,36
18,0,2,1.0,116
9,0,0,1.5,108
2,0,0,1.2,87
22,1,2,1.0,92
10,0,0,1.0,98
6,1,1,1.0,112
5,0,1,1.0,97
13,0,1,1.2,79
19,0,0,1.0,164
7,1,1,1.5,118
10,0,1,2.0,42
1,0,0,2.0,45
6,1,2,1.2,85
16,0,2,1.0,86
23,1,0,1.0,118
4,0,1,1.5,54
5,0,1,1.0,84
21,0,1,1.0,83
16,0,0,1.5,62
22,0,1,1.5,54
14,0,2,1.0,73
2,1,2,1.2,83
17,0,1,1.0,122
14,0,1,1.5,64
22,1,1,1.2,96
3,0,1,1.5,61
22,0,0,1.0,108
20,1,0,1.0,110
9,0,0,2.0,71
10,1,1,1.5,71
22,0,1,1.0,83
0,0,0,1.2,85
9,0,1,2.0,71
21,0,0,1.5,71
14,0,1,2.0,43
7,0,2,1.0,111
8,0,2,1.5,84
0,0,2,1.5,51
20,0,2,1.0,82
11,0,1,1.2,68
15,0,0,1.2,83
6,1,1,1.2,86
11,0,1,1.2,77
11,0,0,1.0,102
10,0,0,1.0,99
15,0,0,1.0,108
7,1,1,2.0,81
18,0,1,1.0,121
7,1,2,1.0,144
4,0,0,1.0,91
16,0,1,2.0,49
15,0,2,1.0,83
3,1,2,1.0,86
17,0,1,1.5,89
11,0,2,1.0,87
20,1,0,1.2,105
3,1,1,1.0,103
17,0,1,1.0,139
6,0,1,1.0,94
1,0,1,1.0,92
1,1,1,1.0,116
12,1,0,1.5,75
3,0,1,1.0,94
4,1,0,1.0,122
11,0,0,1.0,109
10,0,1,1.0,93
2,0,0,2.0,49
10,0,0,1.0,92
8,1,2,1.2,123
21,0,1,1.5,65
7,1,1,1.2,130
20,0,1,1.0,92
7,0,0,1.5,105
9,0,0,2.0,80
5,0,0,1.5,70
22,1,2,1.0,94
17,0,0,1.0,135
5,0,0,1.0,101
20,0,2,1.2,67
11,0,2,1.5,52
15,0,0,1.0,102
23,0,1,1.2,68
20,1,1,1.0,116
15,1,1,1.0,103
22,0,1,1.2,69
3,0,0,2.0,46
17,0,2,1.0,122
12,0,0,1.0,105
2,1,0,1.5,74
11,0,1,1.2,77
19,0,0,2.0,69
18,0,1,1.0,140
22,1,0,1.0,124
4,0,1,1.0,96
18,0,0,1.2,129
18,0,2,1.0,109
11,0,0,1.0,106
4,0,0,1.0,103
1,1,0,1.2,94
15,1,1,1.0,117
20,1,1,2.0,58
3,0,1,1.0,88
21,0,2,1.5,54
14,0,1,1.0,93
9,0,0,1.2,133
21,1,0,2.0,58
5,0,1,1.2,77
6,0,2,1.0,83
1,0,1,1.2,73
3,0,2,1.0,78
14,0,0,1.2,82
12,0,1,1.0,88
8,0,1,1.2,113
4,0,0,1.0,90
16,0,0,1.0,109
5,0,1,1.0,86
13,0,2,1.0,80
4,1,1,1.5,68
1,0,1,1.0,97
13,0,2,1.2,72
18,0,0,1.0,164
18,0,0,1.0,148
22,0,1,1.0,91
12,1,1,1.0,114
20,0,1,1.0,83
11,0,1,1.0,87
0,0,0,1.0,96
2,1,0,1.0,119
9,0,2,1.2,105
7,0,1,1.2,115
12,0,0,1.0,92
18,0,1,1.0,126
2,0,1,1.0,83
23,0,2,1.2,62
2,0,1,1.0,81
17,1,2,1.0,155
2,0,0,1.0,106
11,0,0,1.5,67
1,0,1,1.0,94
7,0,0,1.0,164
20,1,2,1.0,97
13,1,0,1.5,81
18,0,0,1.5,107
10,1,1,1.0,108
15,0,1,1.0,81
13,1,1,1.2,87
7,1,0,1.0,187
23,0,1,1.0,93
19,0,2,1.5,87
13,0,2,1.2,69
11,0,2,1.0,73
16,0,2,1.2,72
22,0,1,1.0,81
11,0,2,1.2,68
20,0,0,1.0,95
11,0,0,1.2,79
11,1,0,1.5,81
6,1,1,1.2,81
9,1,0,1.0,172
15,1,0,1.2,94
23,0,0,1.0,98
2,0,0,1.0,90
2,0,1,1.0,86
0,0,0,1.0,93
4,0,2,1.5,50
7,0,2,1.0,127
16,0,1,1.2,82
15,0,1,1.2,74
15,0,0,1.0,91
17,0,1,1.5,94
17,1,2,1.0,153
13,0,0,1.5,63
11,0,2,1.0,79
9,0,0,1.0,145
1,0,0,1.0,109
20,0,2,1.0,85
22,0,1,1.2,71
2,0,0,1.5,68
0,0,2,2.0,40
8,0,1,1.0,134
3,0,1,1.5,62
20,0,0,1.0,106
15,1,2,1.0,104
3,0,1,1.2,74
23,0,2,1.2,68
16,0,1,1.0,94
14,0,1,1.0,90
3,1,1,1.0,115
3,0,0,1.0,90
11,0,0,1.0,103
2,0,0,1.0,93
19,0,2,1.0,117
22,1,0,1.0,127
4,1,2,1.2,84
18,0,1,1.0,133
5,0,1,1.0,81
8,0,1,1.2,109
2,0,1,1.5,58
1,0,2,1.0,75
20,1,1,1.2,83
9,0,0,2.0,72
4,0,0,1.0,98
6,1,0,2.0,62
14,0,0,1.0,101
1,0,0,1.0,101
9,0,2,1.2,106
10,0,1,1.0,97
20,0,1,2.0,44
23,1,0,1.0,128
7,0,0,2.0,79
22,0,1,1.5,56
20,0,0,1.0,90
11,0,0,1.0,108
3,0,0,1.0,109
12,0,2,2.0,40
17,1,1,1.0,156
17,0,1,1.0,139
2,1,1,1.2,81
2,0,1,1.0,94
6,0,1,1.0,84
21,1,2,1.0,88
16,0,1,1.0,97
5,1,0,1.0,121
15,0,0,1.0,99
4,1,0,1.2,102
21,1,1,1.0,118
23,1,1,2.0,50
16,1,2,1.2,75
10,0,1,1.0,93
21,1,1,1.0,115
11,0,1,1.0,97
11,0,2,1.0,84
3,1,1,1.0,108
8,0,0,1.2,130
13,0,2,1.0,80
11,1,0,1.0,123
9,0,1,1.0,123
7,0,0,2.0,77
22,0,1,2.0,43
2,1,1,1.0,108
12,1,1,1.0,100
15,0,1,1.0,90
12,0,1,1.0,92
12,1,0,1.0,112
18,0,1,1.2,103
21,0,1,1.0,87
17,0,1,1.0,133
7,1,1,1.0,166
0,0,1,1.2,70
16,0,2,1.2,66
23,0,1,1.2,81
8,0,1,1.0,132
9,0,1,1.0,126
8,0,1,1.5,96
11,1,1,2.0,53
23,1,0,1.5,82
9,0,2,1.2,107
7,0,1,1.0,138
3,0,0,2.0,53
23,0,1,1.0,92
13,0,1,1.0,95
6,0,0,1.2,82
9,0,1,1.2,123
23,0,2,2.0,40
9,0,2,1.2,103
14,1,0,1.0,112
14,1,1,1.2,88
1,0,1,1.0,89
23,0,1,1.2,79
15,0,1,1.0,94
23,0,2,1.0,80
9,0,1,1.2,119
14,0,2,1.5,56
18,1,1,1.5,111
23,0,0,2.0,54
23,1,1,1.0,115
9,0,0,1.2,117
19,0,1,1.2,109
14,0,1,1.5,55
20,0,1,1.5,59
1,1,1,1.0,104
13,0,1,1.2,79
14,0,0,2.0,53
21,0,2,2.0,39
9,1,2,1.2,120
8,1,2,1.0,154
18,0,0,1.5,100
5,1,0,1.0,130
7,0,0,1.0,160
1,0,2,1.0,79
0,0,1,1.5,65
12,0,0,1.5,70
5,0,1,1.2,81
2,0,1,1.0,84
1,0,1,2.0,46
9,0,0,1.2,135
7,0,0,1.5,90
8,0,1,1.2,103
6,0,1,1.0,83
12,0,0,2.0,49
6,0,1,1.0,96
18,0,0,2.0,74
0,0,2,2.0,36
12,0,1,1.0,84
16,0,2,1.0,77
11,0,0,1.0,107
20,0,2,1.0,75
13,1,1,1.2,93
15,0,2,1.0,85
11,0,0,2.0,50
21,0,1,1.0,92
15,0,0,1.2,83
1,1,0,1.2,105
21,1,2,1.0,96
19,0,1,1.2,122
18,0,1,1.0,144
6,0,1,1.2,78
11,0,1,1.0,86
